link,title,publish,publish time,view,danmu,like,toujinbi,collect,repost,follower,author
https://www.bilibili.com/video/av56761312,【Frida】恋爱vlog！我们甜甜的约会日常,2019/6/25,8:00:18 PM,76000,541,2431,860,687,278,160000,Fridakeee
https://www.bilibili.com/video/av59627339,【中字】南韩整容医生分析Twice的双眼皮,2019/7/18,8:00:08 AM,76000,156,252,3,485,20,7420,珍波耶
https://www.bilibili.com/video/av55354828,牙齿美白踩雷了吗？最有效的牙齿美白方式，吐槽虚假广告，美白不成，反伤牙龈,2019/6/12,7:15:46 PM,76000,1613,2279,2985,2846,1064,422000,海男Rex
https://www.bilibili.com/video/av55350630,【九哥】强迫症福利 看完令人浑身舒爽的【唇妆】教程合集309,2019/6/14,12:06:18 PM,76000,274,1037,62,516,26,223000,中二兔九哥
https://www.bilibili.com/video/av55534158,【蓉点儿】关于怀孕和生娃的那些事！备孕，孕期，顺产，剖腹产，产后抑郁，理想的生产年龄~,2019/6/14,7:00:47 PM,76000,2712,4858,2580,1602,547,481000,蓉点儿
https://www.bilibili.com/video/av55987422,筷子烫发|羊毛卷烫发|简易羊毛卷速成烫发,2019/6/18,4:19:30 PM,76000,242,2277,931,2163,325,62000,carolyn-GGG
https://www.bilibili.com/video/av58378875,我是怎么“一夜烂脸”的？屏障受损、长痘、敏感、皮炎的自我救赎！这些护肤方法可别再用了 Vlog30 | 海蜇君,2019/7/9,6:00:53 PM,76000,248,3472,1627,3184,293,26000,海蜇君_
https://www.bilibili.com/video/av63791050,【小鸡屎】 韩国最美女明星林珍娜仿妆|8090年代港台女星妆容|这是一个翻车视频,2019/8/15,12:06:34 PM,76000,162,298,104,639,25,9611,我是小鸡屎
https://www.bilibili.com/video/av59392942,BaoziHana·白龙·红龙·汉服妆容·一起来做小龙人,2019/7/16,7:00:57 PM,76000,1479,8142,3496,3297,183,236000,BaoziHana
https://www.bilibili.com/video/av60735590,［郭享耳儿］拥有一整面墙的眼影是什么样的体验？！（下）,2019/7/25,8:26:49 PM,76000,669,2759,1020,601,165,456000,郭享耳儿
https://www.bilibili.com/video/av64833445,大佬甜er x 娇韵诗 |漫威女英雄绯红女巫奥妹仿妆～,2019/8/22,6:00:41 PM,75000,930,3132,703,210,69,957000,大佬甜er
https://www.bilibili.com/video/av65448581,学Youtube美妆博主Wayne Goss的上妆技巧 真的能收获完美底妆吗？啾【Alina】,2019/8/26,4:57:10 PM,75000,615,2595,915,1101,103,374000,大包多来两笼没关系呀
https://www.bilibili.com/video/av57614485,从理发店偷学的十分钟快手超简单夏日清甜风格卷发,2019/7/2,9:37:02 PM,75000,276,1760,873,3454,85,49000,Celesteasteroid
https://www.bilibili.com/video/av59424930,美妆秘密武器 最终公开！！,2019/7/16,6:37:33 PM,75000,861,4218,1663,913,142,194000,兰普兰
https://www.bilibili.com/video/av61553347,【干货】保姆级教学秒变睫毛精！！！放大眼睛的终极奥义！,2019/7/31,2:22:15 PM,75000,176,2257,1009,4268,140,17000,抠妮Connie
https://www.bilibili.com/video/av57841195,酷女孩入门 | 手把手教你化妆扮酷 | 装成熟必备轻欧美妆,2019/7/4,8:07:38 PM,75000,135,1684,425,3435,50,20000,雾与桐
https://www.bilibili.com/video/av64647099,【茶茶】短发汉服发型  谁还不是个可爱的小仙女呢  拈杯酒眯着眼，说专心看人间。,2019/8/21,3:57:09 AM,75000,116,2050,727,4797,481,14000,一只茶茶酱o
https://www.bilibili.com/video/av62922783,colourpop均价20元一支的口红套装怎么样？热门色号黄皮素颜试色/love life/trust me/goldie/bichette/chateau,2019/8/9,7:31:46 PM,75000,79,709,211,595,16,5253,想暴富的Edward
https://www.bilibili.com/video/av61480098,教你最简单实用又超显脸小的蛋卷头卷发方法|手残党福音|附两款仙女蛋卷头编发,2019/7/31,9:30:27 PM,75000,766,1530,636,2053,114,49000,Celesteasteroid
https://www.bilibili.com/video/av60569688,【中字】J姐铁了心！赌上自己的贵妇脸要与Urban Decay新粉底斗争24小时到底！,2019/7/24,6:07:39 PM,75000,161,482,38,205,36,305000,-维密天使养成记
https://www.bilibili.com/video/av66286975,【国货测评】听我的！军训防晒就选这一款！7款热门国货防晒测评,2019/9/1,9:00:14 PM,75000,5108,5692,3796,1874,717,248000,露露黄了
https://www.bilibili.com/video/av55255712,阿拉丁茉莉公主仿妆,2019/6/11,3:36:13 PM,75000,544,3702,1005,852,150,614000,仇仇qiuqiu
https://www.bilibili.com/video/av64694873,让你看看什么是真正的好眼影！超爱的好物分享+雷品吐槽！,2019/8/21,7:00:30 PM,75000,1996,3666,1212,577,82,383000,付曦冉
https://www.bilibili.com/video/av64648941,【大盒】为什么你涂了粉底反而更显瑕疵?肌肤质感应该怎么去画?,2019/8/21,5:00:41 PM,75000,496,3479,1511,2668,118,219000,大盒打盒
https://www.bilibili.com/video/av58805887,关于自信 | 化妆聊天 | 黑黄皮，大小眼，颧骨外扩，吊眼，肿炮眼，菱形脸，痘痘肌，你不喜欢的我都有，但我还是喜欢自己,2019/7/12,10:00:09 AM,75000,371,3162,1678,2445,93,89000,短发穿搭Riddlenana
https://www.bilibili.com/video/av63419505,【开学啦】想化妆不知道买啥？不走冤枉路！人生第一套，我帮你安排！,2019/8/13,4:30:03 PM,75000,1329,3297,2077,2238,127,212000,名叫李了了
https://www.bilibili.com/video/av66126745,vlog|大型博主面基现场！直播商业互吹！竟然有人认识我！！！,2019/8/31,1:07:39 PM,75000,333,2183,372,302,31,92000,我是FancyWang
https://www.bilibili.com/video/av57134926,第一国货完美日记牛奶肌气垫8小时测评|有一说一的平价网红学生党气垫测评,2019/6/28,7:44:10 PM,75000,488,1999,863,710,57,12000,假笑辣胖
https://www.bilibili.com/video/av57058506,【Girlcult山海系列唇蜜】试色—独特少女必备,2019/6/28,10:30:58 AM,75000,345,2836,1017,3026,299,119000,一颗颗荔枝
https://www.bilibili.com/video/av55616023,手把手教你刷出太阳花真睫毛！,2019/6/15,5:19:15 AM,75000,164,1161,355,2313,70,7637,你的阿胖嘎嘎
https://www.bilibili.com/video/av56909929,【表哥|仿妆】呔！小钻风在此！这可能是全网还原度第二高的西游记仿妆,2019/6/26,7:12:30 PM,75000,704,3715,2043,653,415,24000,eLkO表哥
https://www.bilibili.com/video/av63441144,"中字【Anncy&amp;lailli】撕b、整容还有男朋友们-girl fights, plastic surgeries &amp; boyfriends.",2019/8/12,11:59:12 PM,75000,222,1205,159,584,35,4869,DollyBeauty
https://www.bilibili.com/video/av55606837,【谁都能驾驭的轻欧美妆】一个简单的轻欧美小麦色妆容～还有点东南亚泰妹妆的感觉哈哈哈！点了可爱的小雀斑！「push」,2019/6/15,2:24:10 AM,75000,274,2119,629,3119,210,26000,pushpang
https://www.bilibili.com/video/av64748320,带妆12小时，不仅没暗沉，还越来越白了？？“越夜越美丽”粉底原来真的存在！？,2019/8/21,8:40:51 PM,75000,368,1496,333,369,56,257000,福哥想当个网黄
https://www.bilibili.com/video/av55563606,保姆级科普——出cos怎么买美瞳？扒皮瞳代！,2019/6/14,5:55:19 PM,75000,489,8926,6815,8959,679,80000,魔法小YQ
https://www.bilibili.com/video/av54880573,拜托了盒子！从101件国货单品里选出9件？！我该怎么选？？,2019/6/8,12:38:12 AM,75000,698,3979,1454,733,35,270000,是你的霹雳
https://www.bilibili.com/video/av58498415,国货完美日记真实测评！意想不到阿西吧.....,2019/7/9,8:35:14 PM,75000,174,1196,242,319,23,41000,肖恩雅Addy
https://www.bilibili.com/video/av57087807,单眼皮橘子跳跳糖眼妆分享含教程,2019/6/28,1:26:12 PM,75000,187,1784,583,1454,70,57000,ROUWAN_肉丸
https://www.bilibili.com/video/av59881323,老网红DW粉底液超细致测评|14小时妆效到底怎么样？？,2019/7/19,9:13:52 PM,75000,257,523,181,254,50,22000,大旗子fighting
https://www.bilibili.com/video/av65154613,发型视频|妻子的旅行张嘉倪同款发型教程,2019/8/24,4:58:35 PM,75000,20,1296,297,3523,137,8654,米儿姐姐Mirror
https://www.bilibili.com/video/av65983253,【血色专场】血感口红种草合集！鲜血牛血隔夜血！重口味女孩的狂欢！一起来做吸血鬼！,2019/8/30,7:45:31 PM,74000,968,4180,1910,2159,282,232000,就是热啊
https://www.bilibili.com/video/av63408750,【吉阿星】百搭气质面试妆容／好感度100分／职场小白必看,2019/8/12,9:11:40 PM,74000,562,4271,1796,1539,150,382000,吉阿星
https://www.bilibili.com/video/av57222224,【SamChak】明星同款玻璃感“抛光底妆”！ 拒绝浮粉、假面！,2019/6/29,3:31:39 PM,74000,1647,6451,4554,3961,298,322000,仙姆SamChak
https://www.bilibili.com/video/av65657064,开学竟然来了一位混血妹妹/法式轻混血妆容&amp;超简易发型分享,2019/8/28,4:30:14 PM,74000,193,1706,532,3716,105,20000,桂懒-
https://www.bilibili.com/video/av66002823,【泰国美妆】干鸡姐挑战用10人民币的古早粉底液完成全脸妆容♡Gamgy channel,2019/8/30,10:00:15 PM,74000,254,416,10,277,27,344000,斑鸠心平气和everyday
https://www.bilibili.com/video/av55105411,【草匠】从化妆白痴到美妆新手的辛酸历程！安利+避雷,2019/6/10,8:00:35 PM,74000,1140,5715,3873,2734,281,226000,草匠匠匠匠
https://www.bilibili.com/video/av61735805,【肉丝】这又是一个一月一度无聊且暴躁的口红试色合集，七夕快到了男女网友们懂我的意思吧,2019/8/3,8:00:57 PM,74000,297,1960,942,762,140,113000,余肉丝
https://www.bilibili.com/video/av62035060,来根冰冰凉凉的小冰棒 凉爽一夏天～,2019/8/3,4:57:21 PM,74000,10,547,51,607,33,27000,_小悦悦
https://www.bilibili.com/video/av60063110,如何超简单拥有超治愈微笑？夏日超甜元气笑颜妆容 简单易上手新手也能化,2019/7/31,7:00:43 PM,74000,290,2247,964,2642,180,62000,胖鱼鱼Sairy
https://www.bilibili.com/video/av63556690,郭冬临仿妆|郭子老师热辣上线了,2019/8/14,7:00:55 PM,74000,1710,3909,1716,656,781,56000,达达达布溜-
https://www.bilibili.com/video/av66013942,震惊！我竟然有800根口红？一个没有感情的数口红机器！女生买口红到底能花多少钱？,2019/8/30,5:16:22 PM,74000,1099,4590,4997,2268,540,196000,阿么么么哒er
https://www.bilibili.com/video/av63005148,包教包会！专治颧骨外扩、脸颊凹陷、下颌骨突出的修容大法！,2019/8/10,9:00:52 AM,74000,343,3550,2737,6591,221,2440,是大琪琪呀QiQi
https://www.bilibili.com/video/av65054774,无美颜无滤镜 后置口红试色 | 完美日记小黑钻 206沙漠玫瑰 | 来看看这杯杏仁烤奶茶嘛,2019/8/23,9:11:10 PM,74000,31,447,22,302,40,5396,小熊夹心xx
https://www.bilibili.com/video/av55507284,【618必买榜】贫民窟女孩不踩雷？！超划算的必败单品！,2019/6/14,4:30:47 PM,74000,1902,1460,1350,633,18,212000,名叫李了了
https://www.bilibili.com/video/av60763239,夜间护肤是白天的8倍？！告别油光，闭口，粗糙，越睡越美还变白的护肤流程！,2019/7/26,4:30:58 PM,74000,1670,1758,1627,1054,28,212000,名叫李了了
https://www.bilibili.com/video/av57203992,|39盘眼影总结（上集）|2019最热门眼影拔草现场|泥萌点名的爆款都有,2019/6/29,12:32:36 PM,74000,218,969,260,1584,46,11000,yum7_
https://www.bilibili.com/video/av61842512,【美希踹一踹】全网首发MAC霓虹子弹头,2019/8/2,4:25:51 PM,74000,925,11000,2510,8262,3845,13000,美希Mazing
https://www.bilibili.com/video/av57889314,我爱的8支口红 每只都好美 好喜欢,2019/7/5,1:00:34 PM,74000,143,1403,554,2739,65,21000,东南南_
https://www.bilibili.com/video/av65132016,【陆鹫贰黑】肖战魏无羡 仿妆不仿人,2019/8/24,1:54:45 PM,73000,969,6768,2291,2701,530,192000,陆鹫贰黑
https://www.bilibili.com/video/av55190064,【十二花神——莲花】 眼妆,2019/6/10,8:05:06 PM,73000,244,3442,1235,2485,209,26000,肉芸子meria
https://www.bilibili.com/video/av62940574,BaoziHana· 哪吒x敖丙 · 藕饼cos仿妆教程,2019/8/9,10:06:22 PM,73000,1457,8793,4772,4139,1026,236000,BaoziHana
https://www.bilibili.com/video/av64362622,GRWM 一起化妆 聊聊我的近况 感情 目标理想,2019/8/19,7:17:00 AM,73000,484,2905,1291,1157,104,211000,jamiez0416
https://www.bilibili.com/video/av61783064,【土豆】romand四只热门色号试色|无美颜无滤镜,2019/8/2,5:00:52 PM,73000,825,1247,828,986,31,5143,国民土豆花
https://www.bilibili.com/video/av61381607,【九哥】强迫症福利 看完令人浑身舒爽的【眼线】教程合集335,2019/7/31,11:56:02 AM,73000,313,1038,42,392,23,223000,中二兔九哥
https://www.bilibili.com/video/av64502531,【双语】怎么用肥皂画出完美茂盛的眉毛 无敌定型,2019/8/20,3:08:57 AM,73000,118,870,67,921,130,15000,张烟囱
https://www.bilibili.com/video/av65561967,【May】晚间护肤流程|和我一起收拾行李去首尔！,2019/8/27,6:00:22 PM,73000,482,1574,469,521,33,166000,lyumay
https://www.bilibili.com/video/av61439048,屈臣氏|watsons 年度获奖榜单|好物指南,2019/7/30,6:50:31 PM,73000,636,3102,772,757,71,194000,兰普兰
https://www.bilibili.com/video/av65896239,8小时不脱妆 | 分享我的夏日底妆步骤 | 高清相机疯狂怼脸,2019/8/29,9:55:12 PM,73000,1244,3976,2737,1307,174,242000,安饺辣
https://www.bilibili.com/video/av58083754,素人改造50期—胯大腰细如何穿搭？看圆脸妹子的气质大改造！,2019/7/6,6:28:21 PM,73000,334,2074,615,462,41,148000,loook时尚
https://www.bilibili.com/video/av55152994,李佳琦-Everybody你们的散财童子来咯!天呐，这只口红美到我忍不住拍桌子~,2019/6/10,1:04:52 PM,73000,23,253,7,160,19,86,双标者
https://www.bilibili.com/video/av65615884,【爱普罗西】我爱你再见|断舍离第二篇之修容高光腮红,2019/8/27,9:03:31 PM,73000,1961,4878,3835,1413,122,211000,爱普罗西
https://www.bilibili.com/video/av60399370,无广测评|| 冷门热门平价国货种草|| 超高性价比,2019/7/23,2:38:31 PM,73000,1003,3205,1863,1569,66,545000,脸脸WANG
https://www.bilibili.com/video/av56793254,【大陈】深蓝粉底液 不防水 不持妆 不推荐混油皮油皮 | 无磨皮滤镜超近镜头 | 夏季粉底液测评,2019/6/25,5:00:15 PM,73000,220,738,163,87,37,85000,大陈大陈大陈
https://www.bilibili.com/video/av65094630,学生党攒钱做第一次微针/1.5mm长针/全过程记录/画面过于真实/微针到底疼不疼？恢复期需要注意什么？持续记录和分享,2019/8/24,4:09:23 AM,73000,112,303,134,204,86,349,SweetyRosa
https://www.bilibili.com/video/av61474968,你们要的Mac301来啦!! 这支雾面感的蜜桃豆沙 真的这么好看吗?? 还是老话 上传变色的话就只能删掉. 我自己是受不了色差的 作为口红试色 绝对不能有色差,2019/7/30,10:28:40 PM,73000,16,365,47,150,22,49000,一只大妮啊
https://www.bilibili.com/video/av64728617,泫雅新画报灵感妆容 | 摩登复古红西装 显白红唇性感且A,2019/8/21,6:25:47 PM,73000,588,4160,1255,1430,138,518000,一枝南南
https://www.bilibili.com/video/av57776915,三倍大眼的cut crease眼妆| 亚裔混血妆容 | 踩点视频,2019/7/4,5:00:29 PM,73000,130,2065,848,3631,73,11000,梨丸儿
https://www.bilibili.com/video/av62956319,本末测评：卸妆油测评！唐妆和艺伎妆有什么区别？,2019/8/10,8:00:44 PM,73000,732,3330,1320,463,141,691000,本末测评
https://www.bilibili.com/video/av56427418,百万开箱第一期,2019/6/22,3:17:35 PM,73000,391,2170,493,378,10,280000,一只梁不了
https://www.bilibili.com/video/av57914152,【九哥】 国外网红化妆合集105 看得超过瘾的化妆全过程,2019/7/8,12:10:48 PM,73000,624,1096,57,328,27,223000,中二兔九哥
https://www.bilibili.com/video/av57705146,【DW打全部】第二弹，雅诗兰黛DW VS mac定制无暇 |无磨皮滤镜超近镜头|夏季粉底液测评 double wear,2019/7/3,6:11:47 PM,72000,364,1084,405,363,152,85000,大陈大陈大陈
https://www.bilibili.com/video/av64495134,做鬼也得可爱 灶门弥豆子COS妆‖鬼灭之刃COS,2019/8/20,12:00:10 PM,72000,432,1843,512,1337,203,7971,香奈是臭的
https://www.bilibili.com/video/av55773827,复古90s港风妆|超自然超简单，新手也能分分钟化身港风女孩,2019/6/18,9:13:03 PM,72000,170,1191,252,2392,115,114000,老张长生不老
https://www.bilibili.com/video/av60292999,"血橙,红棕还是铁锈？Rituel de Fille三支口红试色分享",2019/7/22,7:48:42 PM,72000,325,2911,900,3545,126,5669,福丑鹅
https://www.bilibili.com/video/av58057745,【内双单眼皮】眼妆错误大合集｜满满干货拯救手残党｜新手必看的眼妆视频｜手把手教会干净眼妆,2019/7/6,6:00:10 PM,72000,220,3289,1768,6188,227,37000,__木木夕呀
https://www.bilibili.com/video/av57850607,1000化妆箱 到底有什么？4000＋的学费，送了1000＋的化妆箱，里面到底值1000元么？都是影楼化妆师爱用的产品么？,2019/7/7,7:30:49 PM,72000,472,505,126,169,39,5013,胖胖胖胖是胖仔
https://www.bilibili.com/video/av65654681,带你领略快手妆容神奇手法，磨骨级修容、10倍大眼、美到令人窒息～,2019/8/28,5:00:19 PM,72000,828,2248,470,424,146,22000,鹿北睡觉不关灯-
https://www.bilibili.com/video/av61865095,【卡卡会发给】近期头宠 超强底妆——棒——极了,2019/8/2,7:00:42 PM,72000,373,3842,1066,450,39,313000,卡卡会发光guang
https://www.bilibili.com/video/av62806552,GRWM 一起来化个斩男约会妆 我的detox日记 长胖了2kg? | Renasteps,2019/8/8,8:52:26 PM,72000,480,1495,263,431,22,261000,renasteps
https://www.bilibili.com/video/av58468328,【小敏警】法式洛丽塔妆教|清纯又充满诱惑,2019/7/9,4:47:44 PM,72000,304,2241,546,2334,94,186000,飞天小敏警
https://www.bilibili.com/video/av60437049,70000元！All IN兰蔻全线产品！In哥帮你种草排雷！彩妆护肤全线测评！,2019/7/23,6:46:51 PM,72000,582,4492,2863,1074,175,92000,我是FancyWang
https://www.bilibili.com/video/av59419322,【博妞】有手就能学会的7种夏日发型  修饰脸型掩盖秃头发际线 一周场合随意切,2019/7/16,6:31:00 PM,72000,509,4390,2385,4897,169,339000,博妞_Bonny
https://www.bilibili.com/video/av60167527,宿醉星泪 | 蓝紫色视觉系烟熏妆 | 夏日音乐节必备,2019/7/21,9:46:42 PM,72000,543,5104,3153,2366,249,260000,Ya咸咸
https://www.bilibili.com/video/av57815033,一个有五年化妆经验的女生，拿走她的镜子难道就真的化不出一个妆了吗？,2019/7/4,7:10:09 PM,72000,435,2045,705,241,27,257000,福哥想当个网黄
https://www.bilibili.com/video/av65458435,&quot;YES&quot; or &quot;NO&quot; |近期入手产品分享 |附送雷品吐槽单元,2019/8/26,6:38:35 PM,72000,947,2580,1124,653,110,225000,永困王
https://www.bilibili.com/video/av59652036,【大盒】我的伤心往事 关于自卑、长相、自杀欲望 全是废话,2019/7/18,9:22:10 AM,72000,2717,4404,3210,1186,171,219000,大盒打盒
https://www.bilibili.com/video/av59836450,【吉阿星】保姆级教你万能百搭清纯妆，暑期约会毕业季点进来！,2019/7/19,3:44:39 PM,72000,857,4208,2013,1592,122,382000,吉阿星
https://www.bilibili.com/video/av64016682,【默小宝】7支新购入口红试色！ARMANI、NARS、植村秀...,2019/8/17,8:00:18 PM,72000,698,2080,607,568,99,384000,Cynthia默小宝
https://www.bilibili.com/video/av55605816,【露露黄了】这可能是你看过最长的618清单视频！这个大促最值得买的护肤品都在这里了！,2019/6/15,12:00:04 PM,72000,4034,3527,2456,1165,617,248000,露露黄了
https://www.bilibili.com/video/av57852680,【Q&amp;A】用烟酰胺长毛？白天不能用vc？10个进阶版护肤问题，解除误区，get好皮肤～,2019/7/4,8:47:40 PM,72000,2430,4346,1674,5094,122,91000,大头菜头大了
https://www.bilibili.com/video/av54674736,【Anna阿姨】换了新相机！平价好用的护肤品 | 超高性价比 10刀眼霜；20刀精华；2刀面膜；超级好用的大碗防晒......,2019/6/6,6:36:19 AM,72000,779,2822,1080,630,47,180000,anna_life_1104
https://www.bilibili.com/video/av56807011,一定要看！干货！为什么你的黑眼圈越遮越灰，将黑眼圈完美遮盖的方法 女人我最大190624,2019/6/25,7:53:04 PM,72000,125,762,111,3111,161,186000,带枪小女孩weibo
https://www.bilibili.com/video/av56881404,【中字】毒舌美妆新秀Tommy底迪最新金句合集,2019/6/26,2:01:24 PM,72000,192,2443,739,2294,630,111000,字幕精
https://www.bilibili.com/video/av58544310,18款热门防晒霜合集2019|要卸妆吗？我们只选最清爽的！,2019/7/10,6:30:01 PM,72000,522,2832,1641,1715,173,342000,啊哟大阿桔
https://www.bilibili.com/video/av65340160,【听我的！买！】超高性价比！开学季囤货指南！【小晗仙】我觉得好用，这件事不用讨论了，一个人说了算！,2019/8/25,9:31:08 PM,72000,4230,5429,3707,1829,111,219000,好大一个小晗仙
https://www.bilibili.com/video/av59788074,[Vogue]中字熟肉：来看科勒卡戴珊带着女儿一边化妆一边唠卡戴珊家族的故事吧！,2019/7/19,11:15:40 AM,72000,279,576,69,713,34,693,OINKY-
https://www.bilibili.com/video/av63664587,【憋笑化妆挑战】反手化哪吒！！赌上我美妆up主的尊严！,2019/8/14,8:30:32 PM,72000,1992,7829,4453,1280,403,280000,陈吃饭_
https://www.bilibili.com/video/av59663373,【大鱼】完美日记反重力唇釉出新色啦！雾蒙蒙巧克力奶棕,2019/7/18,11:33:09 AM,72000,335,1034,844,905,97,14000,咻咻的大鱼
https://www.bilibili.com/video/av55505484,【小兔】来抄618购物车的作业了！是薅羊毛的狂欢,2019/6/14,12:00:04 PM,72000,1812,5017,6338,2429,331,409000,小兔宝盖
https://www.bilibili.com/video/av62468532,肿眼泡内双必看的双眼皮贴教程||八款双眼皮贴上眼实战教学,2019/8/6,7:30:42 PM,72000,295,2504,1169,5059,208,17000,老少女吴十一
https://www.bilibili.com/video/av63650841,前任突然回头，原来是借钱！教你鉴别3种渣男渣女！,2019/8/14,7:00:55 PM,72000,587,2636,716,356,121,604000,一只老刘头
https://www.bilibili.com/video/av62412541,【短发汉服发型教程】约会表白撩汉(mei)必备七夕斩男(mei)头,2019/8/6,10:00:01 AM,71000,251,4162,1762,3087,255,314000,一千只大日日
https://www.bilibili.com/video/av62926364,一眼就沦陷的小辣椒 水润口红,2019/8/9,4:36:29 PM,71000,19,605,65,864,104,27000,_小悦悦
https://www.bilibili.com/video/av57395651,网骗的自我修养丨自拍P图教程,2019/6/30,11:59:06 PM,71000,508,7199,2803,2048,112,328000,老八捌
https://www.bilibili.com/video/av65545977,外贸尾单店铺踩雷总结！再便宜都别买的淘宝服饰店铺！（小部分种草推荐）,2019/8/27,7:45:13 PM,71000,67,974,211,1636,25,21000,胖詹要好好学习
https://www.bilibili.com/video/av55088744,【大陈】四款最近比较火的专柜粉底液合集 |无磨皮滤镜超近镜头|夏季粉底液测评,2019/6/9,8:08:47 PM,71000,424,1310,643,575,110,85000,大陈大陈大陈
https://www.bilibili.com/video/av65528185,【圆子】小圆脸也可以御炸天哦！一个AA的妆教 努力突破原有风格,2019/8/27,12:00:52 PM,71000,1378,5478,1517,1332,206,264000,爱黏人的圆子哔___
https://www.bilibili.com/video/av54649119,【老兔】b站首测！稚优泉新品仙女棒唇釉全套试色！春夏必备的玻璃唇！学生党福音！,2019/6/5,9:46:36 PM,71000,258,1110,357,1140,246,73000,一口老兔
https://www.bilibili.com/video/av58519444,如何从面筋哥改造成欧美型男？一天之内体验了刺青、烫头、染发,2019/7/9,10:52:02 PM,71000,507,3026,796,274,38,35000,PP达人
https://www.bilibili.com/video/av57814407,山寺大大|美白视频|没有最白只有更白,2019/7/4,7:30:12 PM,71000,339,1720,554,1903,60,194000,山寺大大
https://www.bilibili.com/video/av56672270,【9支爆款睫毛膏测评】呕！心！沥！血！的一期视频,2019/6/24,8:12:03 PM,71000,633,2241,778,1982,122,95000,彭特务
https://www.bilibili.com/video/av57891768,库 | 干货之改变眼型！内双无神下垂眼变成上挑攻气眼型,2019/7/5,8:05:19 PM,71000,110,1440,655,3803,119,21000,库里斯托
https://www.bilibili.com/video/av64903824,憋气30秒冷水定妆居然真的有用？！作为专业彩妆师，我只想说…,2019/8/22,9:24:00 PM,71000,60,4029,662,235,207,322000,仙姆SamChak
https://www.bilibili.com/video/av59834379,JIN『近期爱用，雷品分享+热门口红开箱试色』,2019/7/19,7:00:30 PM,71000,1441,4370,3561,648,47,346000,JINSLOOK
https://www.bilibili.com/video/av56985579,和男友晚间护肤，全程高甜！玩憋笑挑战流超多水,2019/6/27,1:45:18 PM,71000,1635,4271,1815,897,295,172000,千米万里
https://www.bilibili.com/video/av59084146,不只是有国货的屈臣氏，那些你未曾发现的好物高端大气上档次,2019/7/14,12:00:33 PM,71000,491,1886,531,315,22,344000,小蝉丸
https://www.bilibili.com/video/av63062960,【爆爆の试戴】把玫瑰花戴进眼里/直男审美捉急/试戴直男送的玫瑰美瞳,2019/8/10,3:15:02 PM,71000,173,523,32,138,60,183,吃不胖的爆爆
https://www.bilibili.com/video/av55799959,【兔爹】被心相印包裹的一天+附带风评超好的粉底实测vlog,2019/6/16,7:17:46 PM,71000,1012,2044,587,286,27,613000,兔爹哭晕在厕所
https://www.bilibili.com/video/av66066682,【生肉】Night routine原頂級女公關退役後的夜間流程分享,2019/8/30,10:48:45 PM,71000,230,609,55,1178,96,4067,-女子力研究會-
https://www.bilibili.com/video/av54756216,【默小宝】夏日底妆神器？M.A.C STUDIO FIX定制无瑕粉底液一天实测！feat. M.A.C,2019/6/10,8:00:35 PM,71000,480,1714,790,877,111,384000,Cynthia默小宝
https://www.bilibili.com/video/av62066317,轻欧美妆 | 夏日水蜜桃约会妆容教程 【Alina】,2019/8/3,9:31:14 PM,71000,312,2717,962,1217,99,374000,大包多来两笼没关系呀
https://www.bilibili.com/video/av54709421,【国货开箱指南】被一万块钱砸中的直男好物体验官开箱,2019/6/7,11:00:38 AM,71000,2819,3674,2240,1510,114,236000,skyhahalife
https://www.bilibili.com/video/av55438803,【素人改造】肿内双短下巴圆鼻头小圆脸怎么化妆|夏日可爱雀斑妆轻松变成人间太妃糖|杏棕色焦糖感氛围妆容,2019/6/13,7:30:35 PM,71000,373,1275,388,1161,77,78000,人参赢家板蓝根
https://www.bilibili.com/video/av54169580,【May】高允真灵感妆容 | 韩系伪素颜写真妆,2019/6/1,11:00:31 AM,71000,72,2001,805,1712,60,166000,lyumay
https://www.bilibili.com/video/av60994191,【柒叶】女版教父 英气清透的气质妆容,2019/7/27,8:00:06 PM,71000,1485,9623,6854,2794,185,527000,柒叶Qiye
https://www.bilibili.com/video/av62630681,【柒叶】破碎复古陶瓷妆 病娇奶甜教程,2019/8/7,8:00:26 PM,71000,952,7615,3077,1691,187,527000,柒叶Qiye
https://www.bilibili.com/video/av60708109,"零失误剪刘海大法！5分钟搞定,超实用~拿出双手└(′▽`)╯开剪！！！",2019/7/25,8:35:58 PM,70000,111,1312,357,1577,75,4983,桃子的事
https://www.bilibili.com/video/av55277304,【杏仁眼Miu】“国货崛起”还是“国货不行”？！这30年我们丢掉的民族自信心和民族认同感！ft.“柠檬精开会”正式发售,2019/6/11,6:59:39 PM,70000,1928,4131,5276,2324,524,246000,杏仁眼_Miu
https://www.bilibili.com/video/av61797039,泫雅性感显白红裙妆,2019/8/2,12:42:16 AM,70000,457,2850,950,1412,106,614000,仇仇qiuqiu
https://www.bilibili.com/video/av59878060,【簌簌】六款巨简单汉服发型教程合集 无发包｜故人叹,2019/7/19,9:13:50 PM,70000,245,3483,1343,7812,572,82000,江清月辞
https://www.bilibili.com/video/av60769940,这些东西有点不错？7月的购物分享合集～,2019/7/26,11:30:54 AM,70000,883,1951,627,761,25,189000,雀斑一针
https://www.bilibili.com/video/av55505398,5月爱用品 美妆／时尚／音乐／美剧 好物分享 推荐 | ANNBITION,2019/6/14,7:00:47 PM,70000,533,1683,605,424,12,431000,ANNBITION
